"accepted_01" "accepted_02" "accepted_03" "accepted_04" "accepted_05" "accepted_06" "accepted_07" "accepted_08" "accepted_09" "accepted_010" "accepted_1" "accepted_2" "accepted_3" "accepted_4" "accepted_5"
"E066324" 0 1 0 3 0 2 2 0 2 1 4 15 14 4 42
"E066325" 0 0 0 0 0 0 0 0 0 0 18 9 12 12 76
"E066326" 0 3 3 2 4 13 13 10 7 11 55 153 54 292 786
"E066327" 0 0 0 3 0 1 3 0 2 0 1 2 1 2 0
"E066328" 0 8 5 2 1 21 15 8 12 12 313 624 286 272 2610
"E066329" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"E066330" 0 1 1 6 3 1 0 6 4 0 0 2 1 3 18
"E066331" 0 0 0 0 0 0 0 0 0 0 39 279 90 33 478
"E066332" 0 0 0 0 0 0 6 3 3 3 48 9 12 33 66
"E066333" 0 0 0 0 0 0 0 0 0 0 3 13 7 3 20
"E066334" 0 0 0 0 0 0 0 0 0 0 2 3 2 11 40
"E066335" 0 0 0 0 0 0 0 0 0 0 7 14 3 1 56
"E066336" 0 0 2 1 2 0 0 0 2 0 2 121 144 50 2521
"E066337" 0 1 0 0 0 0 0 0 0 0 38 64 23 6 42
"E066338" 0 41 25 20 40 109 117 72 152 87 5 51 54 42 354
"E066339" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066340" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E066341" 0 0 0 0 0 0 0 0 0 0 38 300 238 54 715
"E066342" 0 1 1 0 0 0 0 0 0 0 59 36 41 39 330
"E066343" 0 0 0 1 2 0 0 0 0 0 39 67 85 91 619
"E066344" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066345" 0 20 18 44 58 15 6 19 13 12 9 8 14 34 236
"E066346" 0 0 0 0 0 0 0 0 0 0 51 322 97 7 310
"E066347" 0 0 0 0 0 0 0 0 0 0 21 367 182 14 1329
"E066348" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066349" 0 598 820 661 914 1405 1145 1205 1367 994 96 591 1409 742 8514
"E066350" 0 3 1 0 4 0 1 3 4 3 26 52 10 12 165
"E066351" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066352" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E066353" 0 0 0 0 0 0 0 0 1 0 3 20 48 10 147
"E066354" 0 0 0 0 0 2 0 0 0 0 39 67 54 104 414
"E066355" 0 2 0 0 1 0 2 0 0 0 13 23 5 7 111
"E066356" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066357" 0 0 0 0 0 0 0 0 0 0 107 254 107 60 754
"E066358" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066359" 0 1 0 0 0 0 0 0 0 3 212 825 1879 1140 5675
"E066360" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066361" 0 0 0 0 0 0 0 0 0 0 5 43 14 5 90
"E066362" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"E066363" 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0
"E066364" 0 0 1 1 0 0 0 1 0 0 1 18 7 7 81
"E066365" 0 0 1 1 2 1 0 0 1 0 56 48 59 78 494
"E066366" 0 0 0 0 0 0 0 0 0 0 1 0 2 0 37
"E066367" 0 0 0 0 0 0 0 0 0 0 25 73 30 21 256
"E066368" 0 0 0 0 0 0 0 0 0 0 0 2 3 1 0
"E066369" 0 11 7 5 1 0 0 0 0 0 36 193 268 105 1169
"E066370" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066371" 0 0 1 2 4 0 0 0 0 0 0 1 0 2 1
"E066372" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066373" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066374" 0 0 0 0 0 0 0 0 0 0 23 67 52 18 336
"E066375" 0 0 0 0 0 0 0 1 0 0 11 1 1 12 59
"E066376" 0 0 0 0 0 0 0 0 0 0 7 3 8 9 67
"E066377" 0 0 0 0 0 0 0 0 0 0 8 10 4 5 42
"E066378" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066379" 0 0 1 0 0 0 1 0 1 0 78 58 44 106 618
"E066380" 0 0 0 0 0 1 0 0 1 0 2 24 25 248 348
"E066381" 0 0 0 0 0 0 0 0 0 0 14 52 114 110 870
"E066382" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066383" 0 0 0 0 0 0 2 0 2 0 0 0 1 0 0
"E066384" 0 0 0 0 0 0 0 0 0 0 13 26 16 11 69
"E066385" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066386" 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1
"E066387" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066388" 0 0 1 1 1 0 1 0 1 0 0 0 2 0 0
"E066389" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"E066390" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60
"E066391" 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
"E066392" 0 0 0 0 0 0 0 0 0 1 2 4 1 102 109
"E066393" 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
"E066394" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 11
"E066395" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"E066396" 0 0 0 1 0 1 0 1 0 0 5 9 10 21 87
"E066397" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066398" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 20
"E066399" 0 0 0 0 0 0 0 0 0 0 7 25 13 16 205
"E066400" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066401" 0 0 0 0 0 0 0 0 0 0 9 5 3 12 82
"E066402" 0 2 0 0 0 0 1 3 3 4 83 93 165 142 925
"E066403" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"E066404" 0 0 0 0 0 2 0 0 0 2 156 896 566 162 1972
"E066405" 0 0 0 0 0 3 1 0 1 0 20 312 108 95 698
"E066406" 0 0 2 0 2 0 0 1 2 1 7 43 6 4 307
"E066407" 0 0 0 2 1 2 4 16 61 27 0 0 0 0 0
"E066408" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066409" 0 0 0 0 0 1 0 0 0 0 12 30 61 62 465
"E066410" 0 0 0 0 0 0 0 0 0 0 108 108 112 40 662
"E066411" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066412" 0 8 4 10 2 1 7 6 10 4 10 7 4 3 41
"E066413" 0 1 3 6 8 7 6 7 7 17 33 51 90 311 2110
"E066414" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066415" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
"E066416" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066417" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066418" 0 0 0 0 0 0 0 0 0 0 3 28 35 14 220
"E066419" 0 2 0 3 1 0 0 0 0 0 6 29 33 13 266
"E066420" 0 0 0 0 0 0 0 0 0 0 5 0 2 2 0
"E066421" 0 0 0 0 0 0 0 0 0 0 7 14 3 1 56
"E066422" 0 1 0 0 0 0 0 0 0 1 27 57 63 41 622
"E066423" 0 12 16 2 2 12 6 6 8 24 6542 9322 5270 4002 38472
"E066424" 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0
"E066425" 0 0 1 0 1 0 0 0 0 0 3 7 6 6 12
"E066426" 0 0 0 0 0 0 0 0 0 1 71 303 288 164 2015
"E066427" 0 0 0 0 0 0 0 1 0 0 11 42 28 36 270
"E066428" 0 0 0 0 0 2 4 1 2 3 0 9 1 0 0
"E066429" 0 0 0 0 0 0 0 0 0 0 6 50 4 18 128
"E066430" 0 0 0 0 0 1 0 0 0 0 4 12 10 19 83
"E066431" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066432" 0 47 33 25 36 111 56 60 66 77 19 39 35 23 165
"E066433" 0 0 0 0 0 1 0 0 0 0 17 19 13 13 127
"E066434" 0 0 0 0 0 0 0 0 0 0 1 0 0 5 40
"E066435" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066436" 0 0 0 0 2 2 0 0 0 0 108 246 148 200 1240
"E066437" 3 10 1 1 2 8 2 2 0 2 0 3 2 2 20
"E066438" 0 1 0 0 0 0 3 2 0 0 4 3 4 18 158
"E066439" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066440" 0 0 0 0 0 1 0 0 4 18 28 2 1 7 21
"E066441" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"E066442" 0 0 0 0 0 0 0 0 0 2 2 0 0 8 0
"E066443" 0 0 0 0 0 0 1 1 0 1 20 49 53 71 412
"E066444" 0 0 0 0 0 0 0 0 0 0 9 5 7 6 22
"E066445" 0 0 0 1 0 0 0 0 0 0 166 676 430 185 2839
"E066446" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066447" 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0
"E066448" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066449" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"E066450" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E066451" 0 0 0 0 0 1 0 0 0 0 6 74 33 33 327
"E066452" 0 0 0 0 0 0 0 0 0 0 2 3 3 3 16
"E066453" 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0
"E066454" 0 1 0 0 0 0 0 0 5 28 5 0 0 7 333
"E066455" 0 0 3 1 1 1 5 5 3 10 0 2 2 2 20
"E066456" 0 57 64 73 105 876 803 454 432 291 31 47 82 125 744
"E066457" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E066458" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066459" 0 0 0 0 0 0 0 0 0 0 5 2 2 4 61
"E066460" 0 6 8 1 1 6 3 3 4 12 3271 4661 2635 2001 19236
"E066461" 0 0 0 0 0 0 1 0 0 1 70 296 308 197 2304
"E066462" 0 0 1 1 0 0 2 0 0 0 92 646 350 57 1022
"E066463" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"E066464" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E066465" 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0
"E066466" 0 0 0 0 0 0 0 0 0 0 17 8 10 7 36
"E066467" 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0
"E066468" 0 0 0 0 1 0 0 0 0 0 1 1 0 4 20
"E066469" 0 0 0 0 0 0 2 1 1 0 1 3 0 2 0
"E066470" 0 32 18 15 16 28 37 24 30 23 44 209 92 25 359
"E066471" 0 0 0 0 0 2 2 0 3 2 3 21 15 31 318
"E066472" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066473" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E066474" 0 0 0 0 0 0 0 0 0 1 32 27 43 66 481
"E066475" 0 2 0 0 0 1 0 0 0 0 9 13 14 24 227
"E066476" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066477" 0 13 10 9 8 4 3 1 2 1 3 6 10 9 111
"E066478" 0 2 0 0 2 24 16 4 2 22 58 44 58 146 954
"E066479" 0 0 1 0 0 3 4 0 0 0 0 1 0 0 0
"E066480" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066481" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"E066482" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066483" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"E066484" 0 0 0 0 0 0 0 0 0 0 1 6 6 8 11
"E066485" 0 0 0 0 0 0 0 0 0 0 7 4 4 12 43
"E066486" 0 0 0 0 0 0 0 0 0 0 7 24 19 10 46
"E066487" 0 0 0 0 0 0 0 0 0 0 4 13 1 1 40
"E066488" 0 8 5 2 1 21 15 8 12 12 324 645 298 275 2684
"E066489" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066490" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066491" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 32
"E066492" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066493" 0 0 0 0 0 0 0 0 0 0 18 249 99 69 681
"E066494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066495" 0 0 0 0 0 0 0 0 0 0 3 5 5 6 2
"E066496" 0 32 9 48 134 17 13 9 34 30 1 23 25 88 163
"E066497" 0 1 5 17 87 44 3 6 22 14 7 10 10 51 264
"E066498" 0 0 0 0 0 0 0 0 0 0 8 20 16 21 149
"E066499" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"E066500" 0 0 1 0 0 0 2 3 2 0 1 16 8 4 52
"E066501" 0 3 8 3 2 0 9 7 4 16 64 320 293 230 2380
"E066502" 0 0 0 0 0 3 0 0 0 1 4 10 2 5 42
"E066503" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066504" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066505" 0 0 1 0 0 3 0 0 1 3 454 1045 378 274 3954
"E066506" 0 0 0 0 0 0 0 0 0 0 30 68 40 45 314
"E066507" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
"E066508" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066509" 0 0 0 1 0 0 2 0 1 3 0 8 2 12 83
"E066510" 0 0 0 0 0 1 0 0 0 1 72 272 118 83 910
"E066511" 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
"E066512" 0 8 10 2 1 13 18 11 10 15 1634 3850 1565 672 10862
"E066513" 0 0 0 0 0 0 0 0 0 0 0 5 5 1 24
"E066514" 0 0 0 0 0 0 0 0 0 0 0 9 6 10 32
"E066515" 0 0 0 0 1 1 0 2 1 2 7 8 7 1 23
"E066516" 0 0 0 0 0 0 1 2 4 3 45 40 80 108 427
"E066517" 0 0 0 0 0 0 0 0 0 0 3 9 1 1 40
"E066518" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066519" 0 0 0 0 0 0 0 0 0 0 68 165 317 443 3903
"E066520" 0 0 0 0 0 0 0 0 0 0 28 142 100 72 660
"E066521" 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0
"E066522" 0 0 1 0 1 0 0 0 0 0 1 0 0 2 20
"E066523" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"E066524" 0 1 4 1 0 0 1 0 0 0 484 3763 1697 352 9383
"E066525" 0 0 3 0 0 3 2 0 1 0 0 0 0 0 16
"E066526" 0 0 0 0 0 0 0 0 0 0 6 4 24 5 0
"E066527" 0 0 0 0 0 0 0 0 0 0 0 3 0 4 0
"E066528" 0 0 0 0 0 0 0 0 3 0 62 50 112 45 566
"E066529" 0 0 0 0 0 0 0 0 0 0 83 656 664 66 4672
"E066530" 0 0 0 0 0 0 0 0 1 0 3 20 48 10 147
"E066531" 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"E066532" 0 0 0 0 0 0 0 0 0 0 2 0 0 1 20
"E066533" 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0
"E066534" 0 0 0 0 0 0 0 0 1 0 77 67 75 173 738
"E066535" 0 18 0 0 1 0 0 1 0 0 6 30 5 3 1
"E066536" 0 6 5 2 13 19 4 11 13 9 5 9 14 5 65
"E066537" 0 0 0 0 0 0 0 0 0 0 5 9 6 4 20
"E066538" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19
"E066539" 0 0 0 0 1 0 0 0 0 0 704 8112 5830 1736 67589
"E066540" 0 0 0 0 0 0 0 0 0 0 34 253 216 58 670
"E066541" 0 0 0 0 0 0 0 0 0 0 3 3 7 6 44
"E066542" 0 0 0 0 0 0 0 0 0 0 20 86 47 15 328
"E066543" 0 0 0 0 0 0 0 0 0 0 34 249 102 35 337
"E066544" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066545" 2 0 1 0 0 0 0 0 3 0 2 8 3 2 7
"E066546" 0 59 62 15 19 21 29 39 33 18 10 29 26 29 69
"E066547" 0 2 7 0 2 3 0 0 0 4 418 504 449 236 1973
"E066548" 0 0 0 0 0 0 0 0 0 1 44 203 69 36 699
"E066549" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 14
"E066550" 0 0 0 0 0 0 0 0 0 0 3 9 1 1 40
"E066551" 0 0 0 0 0 0 0 0 0 0 17 10 13 1 85
"E066552" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066553" 0 0 0 0 0 0 0 0 0 0 19 6 6 8 131
"E066554" 0 0 0 0 0 0 0 0 0 0 0 1 1 1 20
"E066555" 0 0 7 0 0 0 0 1 0 0 72 4237 2483 235 4701
"E066556" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"E066557" 0 0 0 0 0 0 0 1 0 1 34 39 32 38 359
"E066558" 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0
"E066559" 0 0 0 0 0 11 0 0 1 0 24 6 2 8 64
"E066560" 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0
"E066561" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066562" 0 0 0 0 0 0 0 0 0 0 16 2 99 30 805
"E066563" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1
"E066564" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E066565" 0 0 1 1 0 3 0 1 0 3 226 217 129 115 1061
"E066566" 0 0 0 0 0 3 2 0 0 0 21 192 631 52 2777
"E066567" 0 0 1 0 0 0 0 0 0 0 0 2 2 0 1
"E066568" 0 0 0 0 0 0 0 0 0 0 0 8 98 95 682
"E066569" 0 0 0 0 0 0 0 0 1 1 6 25 3 6 17
"E066570" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E066571" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066572" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2
"E066573" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"E066574" 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0
"E066575" 0 0 1 0 1 1 0 0 0 0 38 787 430 46 2288
"E066576" 0 305 218 168 317 767 234 168 379 227 236 220 282 319 2069
"E066577" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E066578" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066579" 0 0 0 0 0 0 0 0 0 0 33 58 64 34 366
"E066580" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"E066581" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066582" 0 0 0 0 0 0 0 0 0 0 1 5 3 6 62
"E066583" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E066584" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066585" 0 0 0 0 0 0 0 0 0 0 43 43 76 204 814
"E066586" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066587" 0 28 18 5 11 45 38 33 28 29 16 36 15 12 64
"E066588" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E066589" 0 3 0 3 0 1 6 6 2 1 161 910 471 383 3800
"E066590" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066591" 0 0 0 0 0 1 0 0 0 0 2 4 1 2 20
"E066592" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066593" 0 0 0 0 0 0 1 0 0 0 0 6 2 2 21
"E066594" 0 0 0 0 0 0 0 0 0 0 8 22 16 16 166
"E066595" 0 1 0 12 13 10 0 1 10 34 6 4 6 14 20
"E066596" 0 174 173 133 268 662 568 484 712 501 24 218 286 192 2282
"E066597" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066598" 0 1 1 0 0 0 0 1 0 1 229 1822 1480 187 5031
"E066599" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066600" 0 0 0 0 0 0 0 0 0 0 4 1 2 11 21
"E066601" 0 0 1 0 0 0 0 0 0 0 11 34 26 27 225
"E066602" 0 0 0 0 0 0 0 0 0 0 2 10 10 3 43
"E066603" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066604" 0 1 0 2 0 0 2 3 2 1 136 560 253 132 1769
"E066605" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066606" 0 0 0 0 0 0 0 0 0 0 2 7 1 2 20
"E066607" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066608" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
"E066609" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
"E066610" 0 2 0 0 0 1 1 1 3 0 3 12 30 11 102
"E066611" 0 0 0 0 0 1 0 2 0 4 108 979 1315 231 4272
"E066612" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066613" 0 171 267 442 697 292 107 146 555 259 36 106 352 1006 2190
"E066614" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 20
"E066615" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066616" 0 3 1 3 3 7 0 3 3 0 33 32 28 38 266
"E066617" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066618" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066619" 0 0 2 2 3 4 3 2 6 2 1 5 1 0 0
"E066620" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066621" 0 1 0 0 0 0 0 0 1 0 6 19 17 12 104
"E066622" 0 0 0 0 0 0 0 0 0 0 17 24 20 47 238
"E066623" 0 0 0 0 0 0 0 0 0 0 4 21 10 33 141
"E066624" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E066625" 0 0 0 0 0 0 0 0 0 0 1 2 0 1 0
"E066626" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066627" 0 0 0 0 0 0 0 0 2 1 23 80 52 28 438
"E066628" 0 0 0 0 0 0 0 1 0 2 143 474 156 55 786
"E066629" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066630" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066631" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 20
"E066632" 0 91 101 143 267 164 81 121 182 181 70 63 70 162 816
"E066633" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066634" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066635" 0 0 0 0 0 0 0 0 0 0 3 9 1 1 40
"E066636" 0 3 0 0 0 0 9 9 6 9 21 21 39 72 225
"E066637" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"E066638" 0 0 0 0 0 0 0 0 0 2 8 33 22 16 97
"E066639" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066640" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"E066641" 0 4 0 0 2 6 6 0 2 0 84 566 304 156 1906
"E066642" 0 0 0 1 0 0 2 0 1 3 0 8 2 12 103
"E066643" 0 0 0 0 0 0 0 0 0 0 22 440 319 27 1100
"E066644" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"E066645" 0 28 46 21 9 36 25 20 14 61 30932 42289 19624 15807 144211
"E066646" 0 5 3 2 4 7 20 8 12 5 5 14 13 6 42
"E066647" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066648" 0 0 0 0 0 2 0 0 0 0 15 193 60 12 187
"E066649" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066650" 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
"E066651" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066652" 0 0 0 0 0 0 0 0 0 0 45 66 38 190 429
"E066653" 0 0 0 0 0 0 0 0 0 0 41 180 73 72 600
"E066654" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"E066655" 0 4 2 0 1 4 3 1 0 5 2050 2925 1580 1133 10128
"E066656" 0 1 0 0 1 0 0 8 45 33 2 117 26 10 170
"E066657" 0 0 0 0 0 0 0 0 0 0 15 6 7 9 47
"E066658" 0 0 0 0 0 0 0 0 0 0 52 572 322 66 992
"E066659" 0 0 0 0 0 6 0 0 0 6 468 2688 1698 486 5916
"E066660" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066661" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E066662" 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0
"E066663" 0 0 0 0 0 1 1 4 7 5 0 0 0 0 0
"E066664" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066665" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066666" 0 0 0 0 0 3 0 0 0 1 1 0 2 2 40
"E066667" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066668" 0 1 0 0 0 0 2 3 2 5 0 0 3 16 10
"E066669" 0 0 0 0 0 0 0 0 0 0 1 3 1 2 1
"E066670" 0 0 0 0 0 2 1 3 11 1 0 1 0 2 0
"E066671" 0 0 0 0 0 0 0 0 0 0 19 192 138 8 989
"E066672" 0 0 0 0 0 0 0 0 0 2 0 1 0 1 97
"E066673" 0 0 0 0 0 2 0 0 0 0 3 3 4 9 41
"E066674" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"E066675" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066676" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 20
"E066677" 0 2 0 1 1 0 0 0 0 1 65 286 132 114 859
"E066678" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E066679" 0 0 0 0 0 0 0 0 0 0 2 1 7 0 20
"E066680" 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0
"E066681" 0 0 0 0 0 1 0 0 0 0 2 26 21 3 127
"E066682" 0 0 0 0 0 0 0 0 0 0 3 9 1 1 40
"E066683" 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0
"E066684" 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0
"E066685" 0 0 0 0 0 2 0 0 1 0 0 5 0 0 10
"E066686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066687" 0 0 0 0 0 0 3 0 0 0 2 26 21 11 83
"E066688" 0 0 0 0 1 0 0 0 0 0 2 9 2 3 64
"E066689" 0 0 0 0 0 0 0 0 0 0 35 13 10 17 134
"E066690" 0 2 1 0 0 4 3 6 7 6 75 138 143 109 625
"E066691" 0 0 0 1 0 0 0 0 6 2 0 0 0 0 0
"E066692" 0 0 0 0 0 0 2 0 0 0 1 3 0 0 0
"E066693" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066694" 0 0 0 0 0 0 0 0 1 0 4 2 1 6 40
"E066695" 0 0 0 0 0 0 0 0 0 0 3 0 0 2 20
"E066696" 0 0 0 0 0 0 0 0 0 0 2 1 1 11 20
"E066697" 0 93 86 42 75 61 66 72 139 95 15 122 96 40 353
"E066698" 0 0 0 0 0 0 0 0 0 0 84 171 516 78 1102
"E066699" 0 0 0 0 0 0 0 0 0 0 26 34 13 13 41
"E066700" 0 0 0 0 0 0 0 0 0 2 40 26 16 39 161
"E066701" 0 2 3 2 3 1 4 0 9 7 0 1 1 0 0
"E066702" 0 2 7 3 2 0 0 0 0 0 1764 3056 4703 2836 64573
"E066703" 0 0 0 0 0 0 0 0 0 0 64 158 48 287 706
"E066704" 0 0 1 0 0 0 0 2 3 0 29 26 40 190 207
"E066705" 0 0 0 0 1 0 3 0 0 1 3 15 11 1 98
"E066706" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
