"accepted_01" "accepted_02" "accepted_03" "accepted_04" "accepted_05" "accepted_06" "accepted_07" "accepted_08" "accepted_09" "accepted_010" "accepted_1" "accepted_2" "accepted_3" "accepted_4" "accepted_5"
"E065941" 0 1 2 0 0 20 6 6 8 10 1 0 0 1 0
"E065942" 0 0 0 0 1 2 2 1 1 0 73 169 28 19 439
"E065943" 0 4 7 0 3 0 0 0 0 0 22 139 189 61 1086
"E065944" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E065945" 0 1 0 0 0 1 0 0 0 0 4 16 16 19 125
"E065946" 0 0 0 0 0 0 0 0 0 0 7 7 5 6 40
"E065947" 0 152 122 75 85 59 165 177 287 175 28 170 136 85 1150
"E065948" 0 0 0 0 0 1 0 0 0 0 20 275 285 125 1137
"E065949" 0 6 10 4 4 2 6 0 2 5 1 2 5 5 40
"E065950" 0 903 922 1006 1490 132 164 106 187 128 204 631 603 773 5775
"E065951" 0 0 0 0 0 0 0 0 0 0 24 8 8 18 41
"E065952" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065953" 0 14 5 4 4 0 0 0 0 0 41 159 184 50 788
"E065954" 0 0 0 0 0 0 0 0 0 0 8 10 5 1 58
"E065955" 0 0 0 0 0 0 0 0 0 0 8 10 4 5 42
"E065956" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"E065957" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065958" 0 0 0 0 0 0 0 0 0 0 1 0 2 1 40
"E065959" 0 0 2 0 0 0 1 0 0 1 575 1330 661 321 4361
"E065960" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"E065961" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"E065962" 0 0 0 0 0 0 0 0 0 0 1 2 2 1 1
"E065963" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065964" 0 1 6 0 0 5 5 7 1 7 248 454 214 165 1550
"E065965" 0 0 0 0 0 0 0 0 0 0 2 10 7 10 138
"E065966" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065967" 0 3 0 0 0 0 9 9 6 6 3 15 30 45 186
"E065968" 0 0 0 0 0 0 0 0 0 0 3 69 15 19 66
"E065969" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065970" 0 0 0 0 0 0 0 0 0 0 14 8 7 254 227
"E065971" 0 0 0 0 0 0 0 0 1 0 9 74 15 13 245
"E065972" 0 0 2 1 0 14 10 6 18 7 0 0 0 1 0
"E065973" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E065974" 0 2 0 0 1 0 3 0 1 0 0 3 2 1 0
"E065975" 0 0 1 0 0 0 0 0 0 0 1 7 6 4 3
"E065976" 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
"E065977" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065978" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065979" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065980" 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0
"E065981" 0 0 2 0 0 1 0 0 0 4 125 450 452 234 2573
"E065982" 0 0 0 0 0 0 0 0 0 2 3 44 14 0 50
"E065983" 0 0 0 0 0 0 0 0 0 0 12 102 84 36 411
"E065984" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065985" 0 744 865 536 630 653 1489 1518 1092 990 27 129 257 306 2768
"E065986" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065987" 0 0 0 0 0 0 0 1 0 0 5 17 8 2 40
"E065988" 0 0 1 0 0 2 0 0 0 0 156 1219 1272 315 4531
"E065989" 0 0 1 1 0 2 1 3 0 0 0 2 25 2 63
"E065990" 0 0 2 1 3 7 0 3 3 3 0 4 0 0 18
"E065991" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065992" 0 0 3 0 0 3 1 0 1 1 0 1 0 0 0
"E065993" 0 1 0 0 0 1 0 1 3 2 12 89 51 35 394
"E065994" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E065995" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E065996" 0 0 0 0 0 0 1 0 0 0 54 73 128 180 1145
"E065997" 0 0 3 0 0 0 0 0 0 0 196 1773 1586 200 12705
"E065998" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 20
"E065999" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066000" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066001" 0 0 0 0 0 9 7 5 2 2 1 0 0 0 0
"E066002" 0 0 0 0 0 1 0 0 0 0 14 9 24 13 61
"E066003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066004" 0 0 0 0 0 2 0 4 0 2 17 49 42 19 146
"E066005" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066006" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E066007" 0 0 0 0 0 0 0 0 0 0 1 4 2 3 0
"E066008" 0 0 0 0 0 0 0 0 0 0 7 127 58 31 248
"E066009" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E066010" 0 0 0 1 0 4 2 1 0 2 3 26 28 35 457
"E066011" 0 0 0 0 0 0 0 0 0 0 0 2 5 1 0
"E066012" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066013" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066014" 1 0 4 4 4 5 1 2 7 3 1 1 3 3 0
"E066015" 0 0 0 0 0 0 0 0 0 0 2 0 1 2 1
"E066016" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"E066017" 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0
"E066018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066019" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"E066020" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066021" 0 0 0 0 0 0 4 3 3 1 1 4 13 4 41
"E066022" 0 6 2 1 3 10 10 5 4 11 1 41 5 0 21
"E066023" 0 0 0 0 1 4 0 0 0 0 2 0 1 2 40
"E066024" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066025" 0 0 0 0 0 1 0 0 0 0 36 20 25 19 227
"E066026" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066027" 0 0 0 0 0 2 0 1 0 0 98 534 390 86 1280
"E066028" 0 0 0 0 0 0 0 0 0 0 1 3 0 6 0
"E066029" 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"E066030" 0 0 0 0 0 0 0 0 0 0 28 110 82 84 616
"E066031" 0 0 0 0 0 0 0 0 0 0 0 3 1 0 1
"E066032" 0 0 0 0 0 3 1 0 3 2 1 0 0 0 0
"E066033" 0 7 4 2 1 7 3 6 5 2 22 21 54 30 330
"E066034" 0 0 0 0 0 0 0 0 0 0 50 968 502 68 1318
"E066035" 0 0 5 1 0 0 0 1 0 0 77 4163 2215 235 3585
"E066036" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 20
"E066037" 0 0 1 0 0 0 1 0 0 0 10 155 265 25 907
"E066038" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
"E066039" 0 24 18 0 3 198 24 18 15 39 19575 4806 867 684 8418
"E066040" 0 0 0 0 0 0 0 0 0 0 0 2 2 2 20
"E066041" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066042" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"E066043" 0 0 0 0 0 0 1 0 0 2 1 1 1 0 0
"E066044" 0 0 0 0 0 0 0 0 0 0 1 2 3 0 40
"E066045" 0 0 0 0 0 0 0 0 0 0 3 26 14 6 94
"E066046" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066047" 0 0 0 0 1 0 0 1 0 0 4 39 56 145 336
"E066048" 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"E066049" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066050" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066051" 0 0 0 0 0 0 0 0 0 0 142 258 202 82 1166
"E066052" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066053" 0 0 0 0 0 0 0 0 0 0 0 4 3 0 1
"E066054" 0 0 0 0 0 0 0 0 0 0 0 3 1 2 15
"E066055" 0 3 1 0 2 4 3 6 8 5 2 0 1 0 102
"E066056" 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"E066057" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066058" 0 0 0 0 0 0 0 0 0 0 33 74 111 60 857
"E066059" 0 96 89 94 122 130 158 119 187 177 31 108 77 94 619
"E066060" 0 0 0 0 1 1 0 1 3 0 158 398 174 15 644
"E066061" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066062" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066063" 0 0 0 0 0 0 0 0 0 0 3 7 9 8 31
"E066064" 0 0 0 0 0 0 0 0 0 0 2 5 0 2 20
"E066065" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066066" 0 8 3 4 2 4 15 6 6 5 2 4 3 6 21
"E066067" 0 0 0 0 0 0 0 0 0 0 1 16 7 5 20
"E066068" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E066069" 0 2 1 3 2 3 1 1 0 1 36 105 250 105 2350
"E066070" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066071" 0 0 0 0 0 0 0 0 0 0 4 14 18 3 87
"E066072" 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1
"E066073" 0 0 0 0 0 1 0 0 0 1 16 23 1 52 260
"E066074" 0 0 0 0 0 0 0 0 0 0 2 1 2 0 12
"E066075" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066076" 0 0 0 0 0 0 0 0 0 0 8 10 4 5 42
"E066077" 0 0 0 0 0 0 0 0 0 0 0 1 1 9 1
"E066078" 0 0 0 0 2 0 2 0 0 0 42 77 91 187 994
"E066079" 0 0 0 0 0 0 0 0 0 0 2 5 5 9 82
"E066080" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066081" 0 0 0 0 1 2 0 0 0 2 23 126 92 59 828
"E066082" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066083" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1
"E066084" 0 0 0 0 0 0 0 0 0 0 0 3 2 0 20
"E066085" 0 0 0 0 0 0 0 0 0 0 1 6 0 4 1
"E066086" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E066087" 0 0 1 0 0 1 0 1 0 1 118 171 109 71 833
"E066088" 0 0 0 0 0 0 0 0 0 1 14 63 36 33 312
"E066089" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066090" 0 0 0 0 0 0 0 0 0 0 10 11 27 17 83
"E066091" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066092" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 41
"E066093" 0 0 0 0 0 0 0 0 0 0 12 35 26 155 206
"E066094" 0 0 0 0 0 1 0 0 0 0 150 1114 1462 259 17929
"E066095" 0 0 0 0 0 0 0 0 0 0 16 35 43 72 263
"E066096" 0 0 0 0 0 0 0 0 0 0 3 28 7 9 72
"E066097" 0 0 0 0 0 0 0 0 0 0 0 4 1 1 0
"E066098" 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
"E066099" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"E066100" 0 2 5 0 0 0 0 0 1 4 1002 5048 1463 572 9033
"E066101" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E066102" 0 1 0 0 1 0 1 1 1 0 20 135 96 63 392
"E066103" 0 0 2 0 0 2 0 0 0 0 259 140 494 387 3289
"E066104" 0 0 0 0 0 0 1 0 0 0 2 19 12 13 63
"E066105" 0 0 0 0 0 0 0 0 0 0 19 22 37 26 122
"E066106" 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"E066107" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"E066108" 0 0 0 0 0 0 0 0 0 0 0 1 1 2 40
"E066109" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066110" 0 0 0 0 0 0 0 0 0 0 10 2 1 12 6
"E066111" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E066112" 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0
"E066113" 0 0 1 1 3 0 1 0 2 0 0 1 0 0 22
"E066114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066115" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066116" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066117" 0 0 0 0 0 0 0 0 0 0 51 82 68 40 393
"E066118" 0 299 275 271 324 378 417 369 374 252 46 130 124 123 1790
"E066119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066120" 0 0 0 0 0 0 0 0 0 2 4 27 12 6 1
"E066121" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066122" 0 0 0 0 0 1 0 0 0 0 7 47 84 57 897
"E066123" 0 0 0 0 0 0 0 0 0 0 8 10 5 1 58
"E066124" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066125" 0 0 0 0 1 12 0 0 0 2 822 1947 1589 609 8308
"E066126" 0 1 1 0 1 4 3 1 0 0 104 775 479 220 2803
"E066127" 0 0 0 0 0 0 0 0 0 0 6 4 4 6 11
"E066128" 0 0 0 0 0 0 0 0 0 0 9 5 7 6 22
"E066129" 0 0 0 0 2 0 2 2 0 1 32 60 113 14 498
"E066130" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066131" 0 0 0 0 0 0 0 0 0 0 4 11 8 74 178
"E066132" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066133" 0 0 0 0 0 0 0 0 0 0 18 25 27 53 193
"E066134" 0 0 0 0 0 0 0 0 0 0 2 3 1 4 0
"E066135" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19
"E066137" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066138" 0 0 0 0 0 0 0 0 0 0 1 13 8 6 79
"E066139" 0 0 1 0 0 0 0 0 1 0 83 98 100 105 123
"E066140" 0 0 0 0 0 0 0 0 0 0 190 960 900 275 1435
"E066141" 0 0 0 0 0 0 0 0 0 0 2 4 4 3 20
"E066142" 0 40 25 68 38 70 21 8 36 100 11 6 0 55 23
"E066143" 0 0 0 0 0 0 0 1 1 3 0 0 0 0 198
"E066144" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
"E066145" 0 0 0 0 0 0 0 0 0 0 8 21 17 29 59
"E066146" 0 0 2 0 1 0 0 0 0 0 12 21 16 25 88
"E066147" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E066148" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066149" 0 0 1 0 1 0 0 0 0 0 1568 4013 3872 2498 31869
"E066150" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066151" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"E066152" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E066153" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
"E066154" 0 0 0 0 0 0 0 0 0 0 7 5 2 205 237
"E066155" 0 0 0 0 0 0 0 0 0 0 11 22 13 23 188
"E066156" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066157" 0 0 0 0 0 0 0 0 0 0 0 5 6 3 31
"E066158" 0 0 0 0 0 0 0 0 0 0 3 9 1 1 40
"E066159" 0 0 0 0 0 2 0 1 0 0 86 109 189 169 1404
"E066160" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066161" 0 0 0 0 0 0 0 0 0 0 2 63 5 13 102
"E066162" 0 0 0 0 0 0 0 0 0 0 7 5 2 3 1
"E066163" 0 0 0 0 0 1 2 1 1 0 3 3 0 0 0
"E066164" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066165" 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0
"E066166" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"E066167" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066168" 836 368 313 140 390 1990 442 240 168 301 142 175 312 39 906
"E066169" 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
"E066170" 0 0 1 0 0 0 0 0 0 0 1 1 2 1 12
"E066171" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066172" 0 0 1 0 0 0 0 1 4 0 213 536 285 22 1164
"E066173" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066174" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066175" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"E066176" 0 0 0 0 0 0 0 0 0 0 9 5 7 6 22
"E066177" 0 0 0 0 0 0 0 0 0 0 1 13 12 10 103
"E066178" 0 0 0 0 0 0 0 0 0 0 8 10 5 1 58
"E066179" 0 1 1 0 0 2 2 0 3 3 192 166 283 373 2802
"E066180" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066181" 0 0 0 0 0 0 0 0 1 0 35 184 74 40 723
"E066182" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"E066183" 0 0 0 0 0 0 0 0 0 0 24 123 132 183 499
"E066184" 0 0 0 0 0 0 0 0 0 0 1 1 0 5 20
"E066185" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066186" 0 0 0 0 2 0 0 0 1 0 0 1 0 1 0
"E066187" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066188" 0 0 0 0 0 0 0 0 0 0 1 2 6 1 21
"E066189" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066190" 0 0 0 0 0 0 0 0 0 0 0 3 4 0 39
"E066191" 0 0 0 0 0 3 0 0 0 0 21 32 14 11 105
"E066192" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066193" 0 6 9 3 5 51 35 42 24 31 3 9 7 4 3
"E066194" 0 0 0 0 0 4 0 0 0 0 248 492 368 116 1572
"E066195" 0 1 0 0 0 2 0 0 2 1 0 1 0 0 0
"E066196" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066197" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
"E066198" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066199" 0 0 0 0 0 0 0 0 0 0 48 14 5 31 92
"E066200" 0 0 1 0 2 3 0 1 4 1 7 57 31 12 191
"E066201" 0 3177 3491 3254 6025 2330 808 574 612 472 1532 2706 2391 1013 32475
"E066202" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066203" 0 0 1 0 0 0 0 0 1 0 19 46 43 41 306
"E066204" 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2
"E066205" 0 1 1 1 0 1 5 2 1 0 322 1476 204 81 1547
"E066206" 0 0 0 0 0 1 0 0 0 0 0 1 1 1 36
"E066207" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066208" 0 0 0 0 0 0 0 0 0 0 1 2 1 0 1
"E066209" 0 0 0 0 0 0 1 1 1 0 53 634 471 107 2843
"E066210" 0 0 0 0 0 0 0 0 0 0 5 12 10 8 217
"E066211" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 20
"E066212" 0 4 3 4 3 3 4 5 4 1 3 3 0 4 20
"E066213" 0 1231 1219 1240 1804 553 786 496 1214 1205 69 458 824 881 10220
"E066214" 0 1 0 0 0 3 0 1 1 1 120 157 155 58 999
"E066215" 0 0 0 0 0 0 0 0 0 0 3 10 19 2 54
"E066216" 0 0 0 0 0 0 0 0 0 0 7 8 14 12 40
"E066217" 0 0 0 0 1 0 1 0 0 0 19 313 101 16 538
"E066218" 0 0 0 0 0 0 0 0 2 0 0 1 0 4 0
"E066219" 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0
"E066220" 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1
"E066221" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066222" 0 0 0 0 0 0 0 0 0 0 9 5 7 6 22
"E066223" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066224" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066225" 0 0 2 0 0 1 0 0 0 4 125 450 452 234 2565
"E066226" 0 1 0 1 0 0 0 0 0 0 2 362 110 263 143
"E066227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066228" 0 0 0 0 0 0 0 0 0 0 0 5 5 28 60
"E066229" 0 0 0 0 0 0 0 0 0 0 81 153 102 48 900
"E066230" 0 0 0 0 0 0 0 0 0 0 7 3 2 5 63
"E066231" 0 21 14 7 12 107 85 50 99 60 9 20 13 9 46
"E066232" 0 1 0 0 0 0 0 0 0 0 50 650 162 63 830
"E066233" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066234" 0 0 0 0 0 2 0 0 0 0 122 706 534 128 1760
"E066235" 0 0 1 2 3 0 0 0 0 2 58 165 83 107 581
"E066236" 0 0 0 0 0 0 0 0 0 0 20 106 92 64 526
"E066237" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066238" 0 0 0 0 0 0 0 0 0 0 7 14 3 1 56
"E066239" 0 0 0 0 0 0 0 0 0 0 4 49 24 6 42
"E066240" 0 0 0 0 0 2 0 0 0 2 14 53 41 15 385
"E066241" 0 0 0 0 0 0 0 0 0 0 0 5 4 0 1
"E066242" 0 0 0 0 0 0 3 0 2 0 6 30 34 10 289
"E066243" 0 0 0 0 0 0 0 0 0 0 3 10 14 7 4
"E066244" 0 0 0 0 0 0 0 0 0 0 3 2 3 2 55
"E066245" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E066246" 22 34 21 28 39 44 106 18 81 27 192 255 209 376 1811
"E066247" 0 3 27 18 17 0 0 1 0 0 2333 6913 4746 1961 41432
"E066248" 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0
"E066249" 0 0 0 0 0 0 0 0 0 0 0 4 10 4 62
"E066250" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066251" 0 0 0 0 0 0 0 0 0 0 3 3 0 4 0
"E066252" 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0
"E066253" 0 0 0 0 0 0 0 0 0 0 2 4 2 0 0
"E066254" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E066255" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
"E066256" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066257" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066258" 0 146 159 419 950 615 384 231 242 205 53 141 257 900 2277
"E066259" 0 0 0 0 0 0 0 0 0 0 1 21 9 2 60
"E066260" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066261" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066262" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066263" 0 2 0 0 1 2 0 0 0 2 126 411 103 11 191
"E066264" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066265" 0 0 0 0 0 0 0 0 0 0 1 2 2 5 23
"E066266" 0 0 0 0 0 0 0 0 0 0 4 8 10 4 24
"E066267" 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0
"E066268" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066269" 0 4 6 8 10 24 16 6 18 12 6 8 10 28 262
"E066270" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066271" 0 0 0 1 2 0 0 0 2 1 4 26 24 15 258
"E066272" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066273" 0 0 0 0 0 1 0 2 0 4 0 3 4 10 65
"E066274" 0 6 7 2 0 0 0 0 0 0 34 125 166 61 816
"E066275" 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0
"E066276" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066277" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066278" 0 1577 3396 2041 2932 6581 8150 15581 20177 26012 658 1477 935 947 8367
"E066279" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066280" 0 0 0 0 0 0 0 0 1 0 6 2 5 3 20
"E066281" 0 0 0 0 0 0 0 0 0 2 0 10 34 2 107
"E066282" 0 0 0 0 0 0 0 0 0 0 3 25 2 9 64
"E066283" 0 0 0 0 0 0 0 0 0 0 0 3 2 6 40
"E066284" 0 23 30 9 19 42 22 16 12 45 2100 1894 1573 1170 8873
"E066285" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"E066286" 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"E066287" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066288" 0 0 0 0 0 0 0 1 0 0 7 19 13 15 24
"E066289" 0 0 1 0 0 1 1 0 0 0 111 508 111 53 685
"E066290" 0 0 0 0 0 0 0 0 0 0 5 8 6 6 61
"E066291" 0 0 0 0 0 0 0 0 0 0 2 294 99 53 8
"E066292" 0 0 0 0 0 1 1 0 0 0 21 205 387 114 1646
"E066293" 0 2 0 0 0 1 0 0 0 0 9 12 14 24 191
"E066294" 0 0 0 0 0 0 0 4 9 4 0 1 0 0 0
"E066295" 0 0 0 0 0 0 0 0 0 0 2 39 13 29 290
"E066296" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
"E066297" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066298" 0 0 0 0 2 1 0 0 0 0 34 184 60 35 334
"E066299" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 36
"E066300" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066301" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066302" 0 0 0 0 0 0 0 0 0 0 9 5 7 6 22
"E066303" 0 0 0 0 0 0 0 1 0 0 108 1606 1981 166 7153
"E066304" 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0
"E066305" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066306" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066307" 0 0 1 0 0 0 0 0 1 0 86 134 228 169 1546
"E066308" 0 0 0 0 0 1 0 0 0 0 16 87 38 24 302
"E066309" 0 0 0 0 0 0 0 0 0 0 7 32 16 5 43
"E066310" 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
"E066311" 0 0 0 0 0 0 0 0 0 0 3 4 1 4 22
"E066312" 0 3 2 0 1 1 1 4 1 0 0 1 1 1 0
"E066313" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066314" 0 0 0 0 0 0 0 0 0 0 20 8 15 11 146
"E066315" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066316" 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"E066317" 0 0 0 0 0 0 0 0 0 0 2 1 2 1 1
"E066318" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"E066319" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066320" 0 0 0 0 0 0 0 0 0 0 1 7 6 2 23
"E066321" 0 0 0 0 0 0 1 2 0 0 41 94 79 25 412
"E066322" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E066323" 0 119 103 90 128 73 87 75 101 78 18 60 64 75 697
